MES,PAIS,CONTINENTE,OCM,NUMERO_VISITANTES
FEBRERO,REP. CENTROAFRICANA,ÁFRICA,KASANI,0
FEBRERO,REP. CENTROAFRICANA,ÁFRICA,OTRAS OCM,0
FEBRERO,REP. CENTROAFRICANA,ÁFRICA,SANTA ROSA,0
FEBRERO,REP. CHECA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1271
FEBRERO,REP. CHECA,EUROPA,CEBAF - TUMBES,52
FEBRERO,REP. CHECA,EUROPA,DESAGUADERO,92
FEBRERO,REP. CHECA,EUROPA,KASANI,42
FEBRERO,REP. CHECA,EUROPA,OTRAS OCM,108
FEBRERO,REP. CHECA,EUROPA,SANTA ROSA,41
FEBRERO,REP. DOMINICANA,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,2680
FEBRERO,REP. DOMINICANA,AMÉRICA CENTRAL,CEBAF - TUMBES,212
FEBRERO,REP. DOMINICANA,AMÉRICA CENTRAL,DESAGUADERO,18
FEBRERO,REP. DOMINICANA,AMÉRICA CENTRAL,KASANI,3
FEBRERO,REP. DOMINICANA,AMÉRICA CENTRAL,OTRAS OCM,83
FEBRERO,REP. DOMINICANA,AMÉRICA CENTRAL,SANTA ROSA,123
FEBRERO,REP. MOLDOVA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,2
FEBRERO,REP. MOLDOVA,EUROPA,CEBAF - TUMBES,1
FEBRERO,REP. MOLDOVA,EUROPA,DESAGUADERO,0
FEBRERO,REP. MOLDOVA,EUROPA,KASANI,0
FEBRERO,REP. MOLDOVA,EUROPA,OTRAS OCM,0
FEBRERO,REP. MOLDOVA,EUROPA,SANTA ROSA,0
FEBRERO,RESTO DEL MUNDO,RESTO DEL MUNDO,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,492
FEBRERO,RESTO DEL MUNDO,RESTO DEL MUNDO,CEBAF - TUMBES,7
FEBRERO,RESTO DEL MUNDO,RESTO DEL MUNDO,DESAGUADERO,22
FEBRERO,RESTO DEL MUNDO,RESTO DEL MUNDO,KASANI,52
FEBRERO,RESTO DEL MUNDO,RESTO DEL MUNDO,OTRAS OCM,51
FEBRERO,RESTO DEL MUNDO,RESTO DEL MUNDO,SANTA ROSA,3
FEBRERO,RUMANIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1021
FEBRERO,RUMANIA,EUROPA,CEBAF - TUMBES,30
FEBRERO,RUMANIA,EUROPA,DESAGUADERO,14
FEBRERO,RUMANIA,EUROPA,KASANI,9
FEBRERO,RUMANIA,EUROPA,OTRAS OCM,104
FEBRERO,RUMANIA,EUROPA,SANTA ROSA,7
FEBRERO,RUSIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,3394
FEBRERO,RUSIA,EUROPA,CEBAF - TUMBES,68
FEBRERO,RUSIA,EUROPA,DESAGUADERO,148
FEBRERO,RUSIA,EUROPA,KASANI,49
FEBRERO,RUSIA,EUROPA,OTRAS OCM,224
FEBRERO,RUSIA,EUROPA,SANTA ROSA,78
FEBRERO,RWANDA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,4
FEBRERO,RWANDA,ÁFRICA,CEBAF - TUMBES,0
FEBRERO,RWANDA,ÁFRICA,DESAGUADERO,0
FEBRERO,RWANDA,ÁFRICA,KASANI,0
FEBRERO,RWANDA,ÁFRICA,OTRAS OCM,0
FEBRERO,RWANDA,ÁFRICA,SANTA ROSA,0
FEBRERO,SAINT KITIS Y NEVIS,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,7
FEBRERO,SAINT KITIS Y NEVIS,AMÉRICA CENTRAL,CEBAF - TUMBES,0
FEBRERO,SAINT KITIS Y NEVIS,AMÉRICA CENTRAL,DESAGUADERO,0
FEBRERO,SAINT KITIS Y NEVIS,AMÉRICA CENTRAL,KASANI,0
FEBRERO,SAINT KITIS Y NEVIS,AMÉRICA CENTRAL,OTRAS OCM,0
FEBRERO,SAINT KITIS Y NEVIS,AMÉRICA CENTRAL,SANTA ROSA,0
FEBRERO,SALOMÓN ISLA,OCEANÍA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,20
FEBRERO,SALOMÓN ISLA,OCEANÍA,CEBAF - TUMBES,0
FEBRERO,SALOMÓN ISLA,OCEANÍA,DESAGUADERO,0
FEBRERO,SALOMÓN ISLA,OCEANÍA,KASANI,1
FEBRERO,SALOMÓN ISLA,OCEANÍA,OTRAS OCM,0
FEBRERO,SALOMÓN ISLA,OCEANÍA,SANTA ROSA,0
FEBRERO,SAMOA OCCIDENTAL,OCEANÍA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,0
FEBRERO,SAMOA OCCIDENTAL,OCEANÍA,CEBAF - TUMBES,0
FEBRERO,SAMOA OCCIDENTAL,OCEANÍA,DESAGUADERO,0
FEBRERO,SAMOA OCCIDENTAL,OCEANÍA,KASANI,0
FEBRERO,SAMOA OCCIDENTAL,OCEANÍA,OTRAS OCM,0
FEBRERO,SAMOA OCCIDENTAL,OCEANÍA,SANTA ROSA,0
FEBRERO,SAN MARINO,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,2
FEBRERO,SAN MARINO,EUROPA,CEBAF - TUMBES,1
FEBRERO,SAN MARINO,EUROPA,DESAGUADERO,0
FEBRERO,SAN MARINO,EUROPA,KASANI,0
FEBRERO,SAN MARINO,EUROPA,OTRAS OCM,0
FEBRERO,SAN MARINO,EUROPA,SANTA ROSA,0
FEBRERO,SAN VIC. GRANADINAS,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,5
FEBRERO,SAN VIC. GRANADINAS,AMÉRICA CENTRAL,CEBAF - TUMBES,0
FEBRERO,SAN VIC. GRANADINAS,AMÉRICA CENTRAL,DESAGUADERO,0
FEBRERO,SAN VIC. GRANADINAS,AMÉRICA CENTRAL,KASANI,0
FEBRERO,SAN VIC. GRANADINAS,AMÉRICA CENTRAL,OTRAS OCM,0
FEBRERO,SAN VIC. GRANADINAS,AMÉRICA CENTRAL,SANTA ROSA,0
FEBRERO,SANTA LUCÍA,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,14
FEBRERO,SANTA LUCÍA,AMÉRICA CENTRAL,CEBAF - TUMBES,0
FEBRERO,SANTA LUCÍA,AMÉRICA CENTRAL,DESAGUADERO,0
FEBRERO,SANTA LUCÍA,AMÉRICA CENTRAL,KASANI,0
FEBRERO,SANTA LUCÍA,AMÉRICA CENTRAL,OTRAS OCM,0
FEBRERO,SANTA LUCÍA,AMÉRICA CENTRAL,SANTA ROSA,0
FEBRERO,SENEGAL,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,10
FEBRERO,SENEGAL,ÁFRICA,CEBAF - TUMBES,0
FEBRERO,SENEGAL,ÁFRICA,DESAGUADERO,0
FEBRERO,SENEGAL,ÁFRICA,KASANI,0
FEBRERO,SENEGAL,ÁFRICA,OTRAS OCM,7
FEBRERO,SENEGAL,ÁFRICA,SANTA ROSA,0
FEBRERO,SEYCHELLES,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,0
FEBRERO,SEYCHELLES,ÁFRICA,CEBAF - TUMBES,0
FEBRERO,SEYCHELLES,ÁFRICA,DESAGUADERO,0
FEBRERO,SEYCHELLES,ÁFRICA,KASANI,0
FEBRERO,SEYCHELLES,ÁFRICA,OTRAS OCM,0
FEBRERO,SEYCHELLES,ÁFRICA,SANTA ROSA,0
FEBRERO,SIERRA LEONA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,3
FEBRERO,SIERRA LEONA,ÁFRICA,CEBAF - TUMBES,1
FEBRERO,SIERRA LEONA,ÁFRICA,DESAGUADERO,0
FEBRERO,SIERRA LEONA,ÁFRICA,KASANI,0
FEBRERO,SIERRA LEONA,ÁFRICA,OTRAS OCM,0
FEBRERO,SIERRA LEONA,ÁFRICA,SANTA ROSA,0
FEBRERO,SIKKIM,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,0
FEBRERO,SIKKIM,ASIA,CEBAF - TUMBES,0
FEBRERO,SIKKIM,ASIA,DESAGUADERO,0
FEBRERO,SIKKIM,ASIA,KASANI,0
FEBRERO,SIKKIM,ASIA,OTRAS OCM,0
FEBRERO,SIKKIM,ASIA,SANTA ROSA,0
FEBRERO,SINGAPUR,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,325
FEBRERO,SINGAPUR,ASIA,CEBAF - TUMBES,2
FEBRERO,SINGAPUR,ASIA,DESAGUADERO,13
FEBRERO,SINGAPUR,ASIA,KASANI,13
FEBRERO,SINGAPUR,ASIA,OTRAS OCM,39
FEBRERO,SINGAPUR,ASIA,SANTA ROSA,5
FEBRERO,SIRIA,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,17
FEBRERO,SIRIA,ASIA,CEBAF - TUMBES,0
FEBRERO,SIRIA,ASIA,DESAGUADERO,0
FEBRERO,SIRIA,ASIA,KASANI,1
FEBRERO,SIRIA,ASIA,OTRAS OCM,0
FEBRERO,SIRIA,ASIA,SANTA ROSA,1
FEBRERO,SOMALIA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1
FEBRERO,SOMALIA,ÁFRICA,CEBAF - TUMBES,0
FEBRERO,SOMALIA,ÁFRICA,DESAGUADERO,0
FEBRERO,SOMALIA,ÁFRICA,KASANI,0
FEBRERO,SOMALIA,ÁFRICA,OTRAS OCM,1
FEBRERO,SOMALIA,ÁFRICA,SANTA ROSA,0
FEBRERO,SRI LANKA,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,32
FEBRERO,SRI LANKA,ASIA,CEBAF - TUMBES,1
FEBRERO,SRI LANKA,ASIA,DESAGUADERO,0
FEBRERO,SRI LANKA,ASIA,KASANI,1
FEBRERO,SRI LANKA,ASIA,OTRAS OCM,19
FEBRERO,SRI LANKA,ASIA,SANTA ROSA,0
FEBRERO,STO. TOMÉ Y PRÍNCIPE,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,2
FEBRERO,STO. TOMÉ Y PRÍNCIPE,ÁFRICA,CEBAF - TUMBES,0
FEBRERO,STO. TOMÉ Y PRÍNCIPE,ÁFRICA,DESAGUADERO,0
FEBRERO,STO. TOMÉ Y PRÍNCIPE,ÁFRICA,KASANI,0
FEBRERO,STO. TOMÉ Y PRÍNCIPE,ÁFRICA,OTRAS OCM,4
FEBRERO,STO. TOMÉ Y PRÍNCIPE,ÁFRICA,SANTA ROSA,0
FEBRERO,SUDÁFRICA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,470
FEBRERO,SUDÁFRICA,ÁFRICA,CEBAF - TUMBES,5
FEBRERO,SUDÁFRICA,ÁFRICA,DESAGUADERO,15
FEBRERO,SUDÁFRICA,ÁFRICA,KASANI,7
FEBRERO,SUDÁFRICA,ÁFRICA,OTRAS OCM,50
FEBRERO,SUDÁFRICA,ÁFRICA,SANTA ROSA,15
FEBRERO,SUDÁN,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,3
FEBRERO,SUDÁN,ÁFRICA,CEBAF - TUMBES,0
FEBRERO,SUDÁN,ÁFRICA,DESAGUADERO,0
FEBRERO,SUDÁN,ÁFRICA,KASANI,0
FEBRERO,SUDÁN,ÁFRICA,OTRAS OCM,0
FEBRERO,SUDÁN,ÁFRICA,SANTA ROSA,0
FEBRERO,SUECIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,3223
FEBRERO,SUECIA,EUROPA,CEBAF - TUMBES,65
FEBRERO,SUECIA,EUROPA,DESAGUADERO,242
FEBRERO,SUECIA,EUROPA,KASANI,111
FEBRERO,SUECIA,EUROPA,OTRAS OCM,186
FEBRERO,SUECIA,EUROPA,SANTA ROSA,117
FEBRERO,SUIZA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,6998
FEBRERO,SUIZA,EUROPA,CEBAF - TUMBES,206
FEBRERO,SUIZA,EUROPA,DESAGUADERO,281
FEBRERO,SUIZA,EUROPA,KASANI,200
FEBRERO,SUIZA,EUROPA,OTRAS OCM,632
FEBRERO,SUIZA,EUROPA,SANTA ROSA,200
FEBRERO,SURINAM,AMÉRICA DEL SUR,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,42
FEBRERO,SURINAM,AMÉRICA DEL SUR,CEBAF - TUMBES,0
FEBRERO,SURINAM,AMÉRICA DEL SUR,DESAGUADERO,0
FEBRERO,SURINAM,AMÉRICA DEL SUR,KASANI,0
FEBRERO,SURINAM,AMÉRICA DEL SUR,OTRAS OCM,0
FEBRERO,SURINAM,AMÉRICA DEL SUR,SANTA ROSA,0
FEBRERO,SWAZILANDIA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,0
FEBRERO,SWAZILANDIA,ÁFRICA,CEBAF - TUMBES,0
FEBRERO,SWAZILANDIA,ÁFRICA,DESAGUADERO,0
FEBRERO,SWAZILANDIA,ÁFRICA,KASANI,0
FEBRERO,SWAZILANDIA,ÁFRICA,OTRAS OCM,0
FEBRERO,SWAZILANDIA,ÁFRICA,SANTA ROSA,0
FEBRERO,TAILANDIA,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,351
FEBRERO,TAILANDIA,ASIA,CEBAF - TUMBES,3
FEBRERO,TAILANDIA,ASIA,DESAGUADERO,3
FEBRERO,TAILANDIA,ASIA,KASANI,0
FEBRERO,TAILANDIA,ASIA,OTRAS OCM,30
FEBRERO,TAILANDIA,ASIA,SANTA ROSA,0
FEBRERO,TAIWÁN,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,2420
FEBRERO,TAIWÁN,ASIA,CEBAF - TUMBES,19
FEBRERO,TAIWÁN,ASIA,DESAGUADERO,61
FEBRERO,TAIWÁN,ASIA,KASANI,44
FEBRERO,TAIWÁN,ASIA,OTRAS OCM,130
FEBRERO,TAIWÁN,ASIA,SANTA ROSA,22
FEBRERO,TANZANIA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,9
FEBRERO,TANZANIA,ÁFRICA,CEBAF - TUMBES,0
FEBRERO,TANZANIA,ÁFRICA,DESAGUADERO,1
FEBRERO,TANZANIA,ÁFRICA,KASANI,0
FEBRERO,TANZANIA,ÁFRICA,OTRAS OCM,3
FEBRERO,TANZANIA,ÁFRICA,SANTA ROSA,0
FEBRERO,TAYIKISTÁN,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,2
FEBRERO,TAYIKISTÁN,ASIA,CEBAF - TUMBES,0
FEBRERO,TAYIKISTÁN,ASIA,DESAGUADERO,0
FEBRERO,TAYIKISTÁN,ASIA,KASANI,0
FEBRERO,TAYIKISTÁN,ASIA,OTRAS OCM,0
FEBRERO,TAYIKISTÁN,ASIA,SANTA ROSA,0
FEBRERO,TOGO,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1
FEBRERO,TOGO,ÁFRICA,CEBAF - TUMBES,0
FEBRERO,TOGO,ÁFRICA,DESAGUADERO,0
FEBRERO,TOGO,ÁFRICA,KASANI,0
FEBRERO,TOGO,ÁFRICA,OTRAS OCM,1
FEBRERO,TOGO,ÁFRICA,SANTA ROSA,0
FEBRERO,TONGA,OCEANÍA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,5
FEBRERO,TONGA,OCEANÍA,CEBAF - TUMBES,0
FEBRERO,TONGA,OCEANÍA,DESAGUADERO,0
FEBRERO,TONGA,OCEANÍA,KASANI,0
FEBRERO,TONGA,OCEANÍA,OTRAS OCM,0
FEBRERO,TONGA,OCEANÍA,SANTA ROSA,0
FEBRERO,TRINIDAD Y TOBAGO,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,124
FEBRERO,TRINIDAD Y TOBAGO,AMÉRICA CENTRAL,CEBAF - TUMBES,1
FEBRERO,TRINIDAD Y TOBAGO,AMÉRICA CENTRAL,DESAGUADERO,3
FEBRERO,TRINIDAD Y TOBAGO,AMÉRICA CENTRAL,KASANI,0
FEBRERO,TRINIDAD Y TOBAGO,AMÉRICA CENTRAL,OTRAS OCM,1
FEBRERO,TRINIDAD Y TOBAGO,AMÉRICA CENTRAL,SANTA ROSA,0
FEBRERO,TURKMENISTÁN,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,0
FEBRERO,TURKMENISTÁN,ASIA,CEBAF - TUMBES,0
FEBRERO,TURKMENISTÁN,ASIA,DESAGUADERO,0
FEBRERO,TURKMENISTÁN,ASIA,KASANI,0
FEBRERO,TURKMENISTÁN,ASIA,OTRAS OCM,0
FEBRERO,TURKMENISTÁN,ASIA,SANTA ROSA,0
FEBRERO,TURQUÍA,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1135
FEBRERO,TURQUÍA,ASIA,CEBAF - TUMBES,27
FEBRERO,TURQUÍA,ASIA,DESAGUADERO,134
FEBRERO,TURQUÍA,ASIA,KASANI,31
FEBRERO,TURQUÍA,ASIA,OTRAS OCM,194
FEBRERO,TURQUÍA,ASIA,SANTA ROSA,52
FEBRERO,TUVALU,OCEANÍA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,0
FEBRERO,TUVALU,OCEANÍA,CEBAF - TUMBES,0
FEBRERO,TUVALU,OCEANÍA,DESAGUADERO,0
FEBRERO,TUVALU,OCEANÍA,KASANI,0
FEBRERO,TUVALU,OCEANÍA,OTRAS OCM,0
FEBRERO,TUVALU,OCEANÍA,SANTA ROSA,0
FEBRERO,TÚNEZ,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,16
FEBRERO,TÚNEZ,ÁFRICA,CEBAF - TUMBES,0
FEBRERO,TÚNEZ,ÁFRICA,DESAGUADERO,1
FEBRERO,TÚNEZ,ÁFRICA,KASANI,0
FEBRERO,TÚNEZ,ÁFRICA,OTRAS OCM,0
FEBRERO,TÚNEZ,ÁFRICA,SANTA ROSA,0
FEBRERO,UCRANIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1104
FEBRERO,UCRANIA,EUROPA,CEBAF - TUMBES,23
FEBRERO,UCRANIA,EUROPA,DESAGUADERO,22
FEBRERO,UCRANIA,EUROPA,KASANI,7
FEBRERO,UCRANIA,EUROPA,OTRAS OCM,191
FEBRERO,UCRANIA,EUROPA,SANTA ROSA,24
FEBRERO,UGANDA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,5
FEBRERO,UGANDA,ÁFRICA,CEBAF - TUMBES,2
FEBRERO,UGANDA,ÁFRICA,DESAGUADERO,0
FEBRERO,UGANDA,ÁFRICA,KASANI,0
FEBRERO,UGANDA,ÁFRICA,OTRAS OCM,0
FEBRERO,UGANDA,ÁFRICA,SANTA ROSA,0
FEBRERO,URUGUAY,AMÉRICA DEL SUR,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,4854
FEBRERO,URUGUAY,AMÉRICA DEL SUR,CEBAF - TUMBES,65
FEBRERO,URUGUAY,AMÉRICA DEL SUR,DESAGUADERO,89
FEBRERO,URUGUAY,AMÉRICA DEL SUR,KASANI,33
FEBRERO,URUGUAY,AMÉRICA DEL SUR,OTRAS OCM,65
FEBRERO,URUGUAY,AMÉRICA DEL SUR,SANTA ROSA,118
FEBRERO,UZBEKISTÁN,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,30
FEBRERO,UZBEKISTÁN,ASIA,CEBAF - TUMBES,0
FEBRERO,UZBEKISTÁN,ASIA,DESAGUADERO,0
FEBRERO,UZBEKISTÁN,ASIA,KASANI,0
FEBRERO,UZBEKISTÁN,ASIA,OTRAS OCM,0
FEBRERO,UZBEKISTÁN,ASIA,SANTA ROSA,0
FEBRERO,VANUATU,OCEANÍA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,6
FEBRERO,VANUATU,OCEANÍA,CEBAF - TUMBES,0
FEBRERO,VANUATU,OCEANÍA,DESAGUADERO,0
FEBRERO,VANUATU,OCEANÍA,KASANI,0
FEBRERO,VANUATU,OCEANÍA,OTRAS OCM,0
FEBRERO,VANUATU,OCEANÍA,SANTA ROSA,0
FEBRERO,VATICANO,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,4
FEBRERO,VATICANO,EUROPA,CEBAF - TUMBES,0
FEBRERO,VATICANO,EUROPA,DESAGUADERO,0
FEBRERO,VATICANO,EUROPA,KASANI,0
FEBRERO,VATICANO,EUROPA,OTRAS OCM,0
FEBRERO,VATICANO,EUROPA,SANTA ROSA,0
FEBRERO,VENEZUELA,AMÉRICA DEL SUR,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,7738
FEBRERO,VENEZUELA,AMÉRICA DEL SUR,CEBAF - TUMBES,10629
FEBRERO,VENEZUELA,AMÉRICA DEL SUR,DESAGUADERO,76
FEBRERO,VENEZUELA,AMÉRICA DEL SUR,KASANI,37
FEBRERO,VENEZUELA,AMÉRICA DEL SUR,OTRAS OCM,390
FEBRERO,VENEZUELA,AMÉRICA DEL SUR,SANTA ROSA,3151
FEBRERO,VIETNAM,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,217
FEBRERO,VIETNAM,ASIA,CEBAF - TUMBES,1
FEBRERO,VIETNAM,ASIA,DESAGUADERO,0
FEBRERO,VIETNAM,ASIA,KASANI,2
FEBRERO,VIETNAM,ASIA,OTRAS OCM,12
FEBRERO,VIETNAM,ASIA,SANTA ROSA,0
FEBRERO,YEMEN,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,2
FEBRERO,YEMEN,ASIA,CEBAF - TUMBES,5
FEBRERO,YEMEN,ASIA,DESAGUADERO,0
FEBRERO,YEMEN,ASIA,KASANI,0
FEBRERO,YEMEN,ASIA,OTRAS OCM,0
FEBRERO,YEMEN,ASIA,SANTA ROSA,1
FEBRERO,ZAMBIA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,15
FEBRERO,ZAMBIA,ÁFRICA,CEBAF - TUMBES,0
FEBRERO,ZAMBIA,ÁFRICA,DESAGUADERO,0
FEBRERO,ZAMBIA,ÁFRICA,KASANI,0
FEBRERO,ZAMBIA,ÁFRICA,OTRAS OCM,0
FEBRERO,ZAMBIA,ÁFRICA,SANTA ROSA,0
FEBRERO,ZIMBABWE,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,11
FEBRERO,ZIMBABWE,ÁFRICA,CEBAF - TUMBES,0
FEBRERO,ZIMBABWE,ÁFRICA,DESAGUADERO,0
FEBRERO,ZIMBABWE,ÁFRICA,KASANI,0
FEBRERO,ZIMBABWE,ÁFRICA,OTRAS OCM,0
FEBRERO,ZIMBABWE,ÁFRICA,SANTA ROSA,0
JULIO,AFGHANISTÁN,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,5
JULIO,AFGHANISTÁN,ASIA,CEBAF - TUMBES,0
JULIO,AFGHANISTÁN,ASIA,DESAGUADERO,1
JULIO,AFGHANISTÁN,ASIA,KASANI,0
JULIO,AFGHANISTÁN,ASIA,OTRAS OCM,1
JULIO,AFGHANISTÁN,ASIA,SANTA ROSA,14
JULIO,ALBANIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,26
JULIO,ALBANIA,EUROPA,CEBAF - TUMBES,0
JULIO,ALBANIA,EUROPA,DESAGUADERO,0
JULIO,ALBANIA,EUROPA,KASANI,1
JULIO,ALBANIA,EUROPA,OTRAS OCM,0
JULIO,ALBANIA,EUROPA,SANTA ROSA,0
JULIO,ALEMANIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,22341
JULIO,ALEMANIA,EUROPA,CEBAF - TUMBES,454
JULIO,ALEMANIA,EUROPA,DESAGUADERO,793
JULIO,ALEMANIA,EUROPA,KASANI,1130
JULIO,ALEMANIA,EUROPA,OTRAS OCM,792
JULIO,ALEMANIA,EUROPA,SANTA ROSA,323
JULIO,ANDORRA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,63
JULIO,ANDORRA,EUROPA,CEBAF - TUMBES,1
JULIO,ANDORRA,EUROPA,DESAGUADERO,5
JULIO,ANDORRA,EUROPA,KASANI,1
JULIO,ANDORRA,EUROPA,OTRAS OCM,1
JULIO,ANDORRA,EUROPA,SANTA ROSA,0
JULIO,ANGOLA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,15
JULIO,ANGOLA,ÁFRICA,CEBAF - TUMBES,0
JULIO,ANGOLA,ÁFRICA,DESAGUADERO,0
JULIO,ANGOLA,ÁFRICA,KASANI,0
JULIO,ANGOLA,ÁFRICA,OTRAS OCM,0
JULIO,ANGOLA,ÁFRICA,SANTA ROSA,0
JULIO,ANT. BARBUDA,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,28
JULIO,ANT. BARBUDA,AMÉRICA CENTRAL,CEBAF - TUMBES,0
JULIO,ANT. BARBUDA,AMÉRICA CENTRAL,DESAGUADERO,0
JULIO,ANT. BARBUDA,AMÉRICA CENTRAL,KASANI,0
JULIO,ANT. BARBUDA,AMÉRICA CENTRAL,OTRAS OCM,0
JULIO,ANT. BARBUDA,AMÉRICA CENTRAL,SANTA ROSA,0
JULIO,ARABIA SAUDITA,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,144
JULIO,ARABIA SAUDITA,ASIA,CEBAF - TUMBES,0
JULIO,ARABIA SAUDITA,ASIA,DESAGUADERO,0
JULIO,ARABIA SAUDITA,ASIA,KASANI,1
JULIO,ARABIA SAUDITA,ASIA,OTRAS OCM,2
JULIO,ARABIA SAUDITA,ASIA,SANTA ROSA,0
JULIO,ARGELIA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,20
JULIO,ARGELIA,ÁFRICA,CEBAF - TUMBES,1
JULIO,ARGELIA,ÁFRICA,DESAGUADERO,1
JULIO,ARGELIA,ÁFRICA,KASANI,0
JULIO,ARGELIA,ÁFRICA,OTRAS OCM,1
JULIO,ARGELIA,ÁFRICA,SANTA ROSA,0
JULIO,ARGENTINA,AMÉRICA DEL SUR,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,59822
JULIO,ARGENTINA,AMÉRICA DEL SUR,CEBAF - TUMBES,578
JULIO,ARGENTINA,AMÉRICA DEL SUR,DESAGUADERO,5768
JULIO,ARGENTINA,AMÉRICA DEL SUR,KASANI,1796
JULIO,ARGENTINA,AMÉRICA DEL SUR,OTRAS OCM,1973
JULIO,ARGENTINA,AMÉRICA DEL SUR,SANTA ROSA,4600
JULIO,ARMENIA,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,55
JULIO,ARMENIA,ASIA,CEBAF - TUMBES,0
JULIO,ARMENIA,ASIA,DESAGUADERO,2
JULIO,ARMENIA,ASIA,KASANI,2
JULIO,ARMENIA,ASIA,OTRAS OCM,1
JULIO,ARMENIA,ASIA,SANTA ROSA,8
JULIO,ARUBA,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,223
JULIO,ARUBA,AMÉRICA CENTRAL,CEBAF - TUMBES,0
JULIO,ARUBA,AMÉRICA CENTRAL,DESAGUADERO,1
JULIO,ARUBA,AMÉRICA CENTRAL,KASANI,1
JULIO,ARUBA,AMÉRICA CENTRAL,OTRAS OCM,12
JULIO,ARUBA,AMÉRICA CENTRAL,SANTA ROSA,0
