MES,PAIS,CONTINENTE,OCM,NUMERO_VISITANTES
ABRIL,ESLOVENIA,EUROPA,SANTA ROSA,5
ABRIL,ESPAÑA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,44907
ABRIL,ESPAÑA,EUROPA,CEBAF - TUMBES,345
ABRIL,ESPAÑA,EUROPA,DESAGUADERO,372
ABRIL,ESPAÑA,EUROPA,KASANI,371
ABRIL,ESPAÑA,EUROPA,OTRAS OCM,992
ABRIL,ESPAÑA,EUROPA,SANTA ROSA,332
ABRIL,ESTONIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,167
ABRIL,ESTONIA,EUROPA,CEBAF - TUMBES,1
ABRIL,ESTONIA,EUROPA,DESAGUADERO,9
ABRIL,ESTONIA,EUROPA,KASANI,6
ABRIL,ESTONIA,EUROPA,OTRAS OCM,16
ABRIL,ESTONIA,EUROPA,SANTA ROSA,2
ABRIL,ETIOPÍA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,4
ABRIL,ETIOPÍA,ÁFRICA,CEBAF - TUMBES,0
ABRIL,ETIOPÍA,ÁFRICA,DESAGUADERO,0
ABRIL,ETIOPÍA,ÁFRICA,KASANI,0
ABRIL,ETIOPÍA,ÁFRICA,OTRAS OCM,2
ABRIL,ETIOPÍA,ÁFRICA,SANTA ROSA,0
ABRIL,EX R. YUG. MACEDONIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,47
ABRIL,EX R. YUG. MACEDONIA,EUROPA,CEBAF - TUMBES,0
ABRIL,EX R. YUG. MACEDONIA,EUROPA,DESAGUADERO,1
ABRIL,EX R. YUG. MACEDONIA,EUROPA,KASANI,1
ABRIL,EX R. YUG. MACEDONIA,EUROPA,OTRAS OCM,5
ABRIL,EX R. YUG. MACEDONIA,EUROPA,SANTA ROSA,1
ABRIL,FIJI,OCEANÍA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,18
ABRIL,FIJI,OCEANÍA,CEBAF - TUMBES,0
ABRIL,FIJI,OCEANÍA,DESAGUADERO,0
ABRIL,FIJI,OCEANÍA,KASANI,0
ABRIL,FIJI,OCEANÍA,OTRAS OCM,0
ABRIL,FIJI,OCEANÍA,SANTA ROSA,0
ABRIL,FILIPINAS,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1306
ABRIL,FILIPINAS,ASIA,CEBAF - TUMBES,8
ABRIL,FILIPINAS,ASIA,DESAGUADERO,18
ABRIL,FILIPINAS,ASIA,KASANI,9
ABRIL,FILIPINAS,ASIA,OTRAS OCM,425
ABRIL,FILIPINAS,ASIA,SANTA ROSA,0
ABRIL,FINLANDIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,696
ABRIL,FINLANDIA,EUROPA,CEBAF - TUMBES,11
ABRIL,FINLANDIA,EUROPA,DESAGUADERO,18
ABRIL,FINLANDIA,EUROPA,KASANI,41
ABRIL,FINLANDIA,EUROPA,OTRAS OCM,40
ABRIL,FINLANDIA,EUROPA,SANTA ROSA,13
ABRIL,FRANCIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,30256
ABRIL,FRANCIA,EUROPA,CEBAF - TUMBES,569
ABRIL,FRANCIA,EUROPA,DESAGUADERO,1801
ABRIL,FRANCIA,EUROPA,KASANI,1978
ABRIL,FRANCIA,EUROPA,OTRAS OCM,1614
ABRIL,FRANCIA,EUROPA,SANTA ROSA,583
ABRIL,GABÓN,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1
ABRIL,GABÓN,ÁFRICA,CEBAF - TUMBES,0
ABRIL,GABÓN,ÁFRICA,DESAGUADERO,0
ABRIL,GABÓN,ÁFRICA,KASANI,0
ABRIL,GABÓN,ÁFRICA,OTRAS OCM,0
ABRIL,GABÓN,ÁFRICA,SANTA ROSA,0
ABRIL,GAMBIA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,0
ABRIL,GAMBIA,ÁFRICA,CEBAF - TUMBES,0
ABRIL,GAMBIA,ÁFRICA,DESAGUADERO,0
ABRIL,GAMBIA,ÁFRICA,KASANI,0
ABRIL,GAMBIA,ÁFRICA,OTRAS OCM,0
ABRIL,GAMBIA,ÁFRICA,SANTA ROSA,0
ABRIL,GEORGIA,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,60
ABRIL,GEORGIA,ASIA,CEBAF - TUMBES,0
ABRIL,GEORGIA,ASIA,DESAGUADERO,1
ABRIL,GEORGIA,ASIA,KASANI,0
ABRIL,GEORGIA,ASIA,OTRAS OCM,4
ABRIL,GEORGIA,ASIA,SANTA ROSA,0
ABRIL,GHANA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,23
ABRIL,GHANA,ÁFRICA,CEBAF - TUMBES,5
ABRIL,GHANA,ÁFRICA,DESAGUADERO,0
ABRIL,GHANA,ÁFRICA,KASANI,0
ABRIL,GHANA,ÁFRICA,OTRAS OCM,4
ABRIL,GHANA,ÁFRICA,SANTA ROSA,0
ABRIL,GRANADA,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,44
ABRIL,GRANADA,AMÉRICA CENTRAL,CEBAF - TUMBES,0
ABRIL,GRANADA,AMÉRICA CENTRAL,DESAGUADERO,5
ABRIL,GRANADA,AMÉRICA CENTRAL,KASANI,1
ABRIL,GRANADA,AMÉRICA CENTRAL,OTRAS OCM,2
ABRIL,GRANADA,AMÉRICA CENTRAL,SANTA ROSA,0
ABRIL,GRECIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1449
ABRIL,GRECIA,EUROPA,CEBAF - TUMBES,4
ABRIL,GRECIA,EUROPA,DESAGUADERO,63
ABRIL,GRECIA,EUROPA,KASANI,66
ABRIL,GRECIA,EUROPA,OTRAS OCM,60
ABRIL,GRECIA,EUROPA,SANTA ROSA,5
ABRIL,GROENLANDIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,0
ABRIL,GROENLANDIA,EUROPA,CEBAF - TUMBES,0
ABRIL,GROENLANDIA,EUROPA,DESAGUADERO,0
ABRIL,GROENLANDIA,EUROPA,KASANI,0
ABRIL,GROENLANDIA,EUROPA,OTRAS OCM,0
ABRIL,GROENLANDIA,EUROPA,SANTA ROSA,0
ABRIL,GUATEMALA,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,3722
ABRIL,GUATEMALA,AMÉRICA CENTRAL,CEBAF - TUMBES,22
ABRIL,GUATEMALA,AMÉRICA CENTRAL,DESAGUADERO,15
ABRIL,GUATEMALA,AMÉRICA CENTRAL,KASANI,21
ABRIL,GUATEMALA,AMÉRICA CENTRAL,OTRAS OCM,63
ABRIL,GUATEMALA,AMÉRICA CENTRAL,SANTA ROSA,14
ABRIL,GUINEA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1
ABRIL,GUINEA,ÁFRICA,CEBAF - TUMBES,0
ABRIL,GUINEA,ÁFRICA,DESAGUADERO,0
ABRIL,GUINEA,ÁFRICA,KASANI,0
ABRIL,GUINEA,ÁFRICA,OTRAS OCM,0
ABRIL,GUINEA,ÁFRICA,SANTA ROSA,0
ABRIL,GUINEA BISSAU,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,0
ABRIL,GUINEA BISSAU,ÁFRICA,CEBAF - TUMBES,0
ABRIL,GUINEA BISSAU,ÁFRICA,DESAGUADERO,0
ABRIL,GUINEA BISSAU,ÁFRICA,KASANI,0
ABRIL,GUINEA BISSAU,ÁFRICA,OTRAS OCM,0
ABRIL,GUINEA BISSAU,ÁFRICA,SANTA ROSA,0
ABRIL,GUINEA ECUATORIAL,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,2
ABRIL,GUINEA ECUATORIAL,ÁFRICA,CEBAF - TUMBES,0
ABRIL,GUINEA ECUATORIAL,ÁFRICA,DESAGUADERO,0
ABRIL,GUINEA ECUATORIAL,ÁFRICA,KASANI,0
ABRIL,GUINEA ECUATORIAL,ÁFRICA,OTRAS OCM,0
ABRIL,GUINEA ECUATORIAL,ÁFRICA,SANTA ROSA,0
ABRIL,GUYANA,AMÉRICA DEL SUR,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,66
ABRIL,GUYANA,AMÉRICA DEL SUR,CEBAF - TUMBES,0
ABRIL,GUYANA,AMÉRICA DEL SUR,DESAGUADERO,1
ABRIL,GUYANA,AMÉRICA DEL SUR,KASANI,0
ABRIL,GUYANA,AMÉRICA DEL SUR,OTRAS OCM,1
ABRIL,GUYANA,AMÉRICA DEL SUR,SANTA ROSA,0
ABRIL,HAITÍ,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,69
ABRIL,HAITÍ,AMÉRICA CENTRAL,CEBAF - TUMBES,1
ABRIL,HAITÍ,AMÉRICA CENTRAL,DESAGUADERO,0
ABRIL,HAITÍ,AMÉRICA CENTRAL,KASANI,0
ABRIL,HAITÍ,AMÉRICA CENTRAL,OTRAS OCM,3
ABRIL,HAITÍ,AMÉRICA CENTRAL,SANTA ROSA,34
ABRIL,HONDURAS,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1742
ABRIL,HONDURAS,AMÉRICA CENTRAL,CEBAF - TUMBES,12
ABRIL,HONDURAS,AMÉRICA CENTRAL,DESAGUADERO,9
ABRIL,HONDURAS,AMÉRICA CENTRAL,KASANI,3
ABRIL,HONDURAS,AMÉRICA CENTRAL,OTRAS OCM,38
ABRIL,HONDURAS,AMÉRICA CENTRAL,SANTA ROSA,10
ABRIL,HONG KONG,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,903
ABRIL,HONG KONG,ASIA,CEBAF - TUMBES,1
ABRIL,HONG KONG,ASIA,DESAGUADERO,77
ABRIL,HONG KONG,ASIA,KASANI,38
ABRIL,HONG KONG,ASIA,OTRAS OCM,52
ABRIL,HONG KONG,ASIA,SANTA ROSA,10
ABRIL,HUNGRÍA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1172
ABRIL,HUNGRÍA,EUROPA,CEBAF - TUMBES,6
ABRIL,HUNGRÍA,EUROPA,DESAGUADERO,100
ABRIL,HUNGRÍA,EUROPA,KASANI,74
ABRIL,HUNGRÍA,EUROPA,OTRAS OCM,40
ABRIL,HUNGRÍA,EUROPA,SANTA ROSA,3
ABRIL,INDIA,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,3156
ABRIL,INDIA,ASIA,CEBAF - TUMBES,8
ABRIL,INDIA,ASIA,DESAGUADERO,7
ABRIL,INDIA,ASIA,KASANI,9
ABRIL,INDIA,ASIA,OTRAS OCM,349
ABRIL,INDIA,ASIA,SANTA ROSA,25
ABRIL,INDONESIA,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,551
ABRIL,INDONESIA,ASIA,CEBAF - TUMBES,1
ABRIL,INDONESIA,ASIA,DESAGUADERO,2
ABRIL,INDONESIA,ASIA,KASANI,1
ABRIL,INDONESIA,ASIA,OTRAS OCM,184
ABRIL,INDONESIA,ASIA,SANTA ROSA,13
ABRIL,IRAK,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,10
ABRIL,IRAK,ASIA,CEBAF - TUMBES,0
ABRIL,IRAK,ASIA,DESAGUADERO,0
ABRIL,IRAK,ASIA,KASANI,0
ABRIL,IRAK,ASIA,OTRAS OCM,0
ABRIL,IRAK,ASIA,SANTA ROSA,0
ABRIL,IRLANDA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1930
ABRIL,IRLANDA,EUROPA,CEBAF - TUMBES,78
ABRIL,IRLANDA,EUROPA,DESAGUADERO,155
ABRIL,IRLANDA,EUROPA,KASANI,231
ABRIL,IRLANDA,EUROPA,OTRAS OCM,161
ABRIL,IRLANDA,EUROPA,SANTA ROSA,18
ABRIL,IRÁN,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,96
ABRIL,IRÁN,ASIA,CEBAF - TUMBES,1
ABRIL,IRÁN,ASIA,DESAGUADERO,4
ABRIL,IRÁN,ASIA,KASANI,4
ABRIL,IRÁN,ASIA,OTRAS OCM,0
ABRIL,IRÁN,ASIA,SANTA ROSA,0
ABRIL,ISLAND MARSHALL,OCEANÍA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1
ABRIL,ISLAND MARSHALL,OCEANÍA,CEBAF - TUMBES,0
ABRIL,ISLAND MARSHALL,OCEANÍA,DESAGUADERO,0
ABRIL,ISLAND MARSHALL,OCEANÍA,KASANI,0
ABRIL,ISLAND MARSHALL,OCEANÍA,OTRAS OCM,0
ABRIL,ISLAND MARSHALL,OCEANÍA,SANTA ROSA,0
ABRIL,ISLANDIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,221
ABRIL,ISLANDIA,EUROPA,CEBAF - TUMBES,6
ABRIL,ISLANDIA,EUROPA,DESAGUADERO,4
ABRIL,ISLANDIA,EUROPA,KASANI,1
ABRIL,ISLANDIA,EUROPA,OTRAS OCM,14
ABRIL,ISLANDIA,EUROPA,SANTA ROSA,1
ABRIL,ISRAEL,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,9005
ABRIL,ISRAEL,ASIA,CEBAF - TUMBES,118
ABRIL,ISRAEL,ASIA,DESAGUADERO,1104
ABRIL,ISRAEL,ASIA,KASANI,319
ABRIL,ISRAEL,ASIA,OTRAS OCM,520
ABRIL,ISRAEL,ASIA,SANTA ROSA,54
ABRIL,ITALIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,17887
ABRIL,ITALIA,EUROPA,CEBAF - TUMBES,136
ABRIL,ITALIA,EUROPA,DESAGUADERO,422
ABRIL,ITALIA,EUROPA,KASANI,335
ABRIL,ITALIA,EUROPA,OTRAS OCM,635
ABRIL,ITALIA,EUROPA,SANTA ROSA,125
ABRIL,JAMAICA,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,288
ABRIL,JAMAICA,AMÉRICA CENTRAL,CEBAF - TUMBES,0
ABRIL,JAMAICA,AMÉRICA CENTRAL,DESAGUADERO,1
ABRIL,JAMAICA,AMÉRICA CENTRAL,KASANI,1
ABRIL,JAMAICA,AMÉRICA CENTRAL,OTRAS OCM,1
ABRIL,JAMAICA,AMÉRICA CENTRAL,SANTA ROSA,0
ABRIL,JAPÓN,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,7801
ABRIL,JAPÓN,ASIA,CEBAF - TUMBES,37
ABRIL,JAPÓN,ASIA,DESAGUADERO,83
ABRIL,JAPÓN,ASIA,KASANI,110
ABRIL,JAPÓN,ASIA,OTRAS OCM,337
ABRIL,JAPÓN,ASIA,SANTA ROSA,36
ABRIL,JORDANIA,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,36
ABRIL,JORDANIA,ASIA,CEBAF - TUMBES,0
ABRIL,JORDANIA,ASIA,DESAGUADERO,0
ABRIL,JORDANIA,ASIA,KASANI,0
ABRIL,JORDANIA,ASIA,OTRAS OCM,2
ABRIL,JORDANIA,ASIA,SANTA ROSA,1
ABRIL,KATAR,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,22
ABRIL,KATAR,ASIA,CEBAF - TUMBES,0
ABRIL,KATAR,ASIA,DESAGUADERO,0
ABRIL,KATAR,ASIA,KASANI,0
ABRIL,KATAR,ASIA,OTRAS OCM,2
ABRIL,KATAR,ASIA,SANTA ROSA,0
ABRIL,KAZAJSTÁN,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,101
ABRIL,KAZAJSTÁN,ASIA,CEBAF - TUMBES,0
ABRIL,KAZAJSTÁN,ASIA,DESAGUADERO,0
ABRIL,KAZAJSTÁN,ASIA,KASANI,0
ABRIL,KAZAJSTÁN,ASIA,OTRAS OCM,1
ABRIL,KAZAJSTÁN,ASIA,SANTA ROSA,0
ABRIL,KENIA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,47
ABRIL,KENIA,ÁFRICA,CEBAF - TUMBES,0
ABRIL,KENIA,ÁFRICA,DESAGUADERO,1
ABRIL,KENIA,ÁFRICA,KASANI,1
ABRIL,KENIA,ÁFRICA,OTRAS OCM,1
ABRIL,KENIA,ÁFRICA,SANTA ROSA,1
ABRIL,KIRGUISTÁN,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,8
ABRIL,KIRGUISTÁN,ASIA,CEBAF - TUMBES,0
ABRIL,KIRGUISTÁN,ASIA,DESAGUADERO,0
ABRIL,KIRGUISTÁN,ASIA,KASANI,0
ABRIL,KIRGUISTÁN,ASIA,OTRAS OCM,0
ABRIL,KIRGUISTÁN,ASIA,SANTA ROSA,0
ABRIL,KIRIBATI,OCEANÍA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1
ABRIL,KIRIBATI,OCEANÍA,CEBAF - TUMBES,0
ABRIL,KIRIBATI,OCEANÍA,DESAGUADERO,0
ABRIL,KIRIBATI,OCEANÍA,KASANI,0
ABRIL,KIRIBATI,OCEANÍA,OTRAS OCM,1
ABRIL,KIRIBATI,OCEANÍA,SANTA ROSA,0
ABRIL,KUWAIT,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,43
ABRIL,KUWAIT,ASIA,CEBAF - TUMBES,0
ABRIL,KUWAIT,ASIA,DESAGUADERO,1
ABRIL,KUWAIT,ASIA,KASANI,0
ABRIL,KUWAIT,ASIA,OTRAS OCM,0
ABRIL,KUWAIT,ASIA,SANTA ROSA,0
ABRIL,LAOS,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,0
ABRIL,LAOS,ASIA,CEBAF - TUMBES,0
ABRIL,LAOS,ASIA,DESAGUADERO,0
ABRIL,LAOS,ASIA,KASANI,0
ABRIL,LAOS,ASIA,OTRAS OCM,0
ABRIL,LAOS,ASIA,SANTA ROSA,0
ABRIL,LESOTHO,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,4
ABRIL,LESOTHO,ÁFRICA,CEBAF - TUMBES,0
ABRIL,LESOTHO,ÁFRICA,DESAGUADERO,0
ABRIL,LESOTHO,ÁFRICA,KASANI,0
ABRIL,LESOTHO,ÁFRICA,OTRAS OCM,0
ABRIL,LESOTHO,ÁFRICA,SANTA ROSA,0
ABRIL,LETONIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,369
ABRIL,LETONIA,EUROPA,CEBAF - TUMBES,4
ABRIL,LETONIA,EUROPA,DESAGUADERO,11
ABRIL,LETONIA,EUROPA,KASANI,9
ABRIL,LETONIA,EUROPA,OTRAS OCM,8
ABRIL,LETONIA,EUROPA,SANTA ROSA,1
ABRIL,LIBERIA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,5
ABRIL,LIBERIA,ÁFRICA,CEBAF - TUMBES,0
ABRIL,LIBERIA,ÁFRICA,DESAGUADERO,0
ABRIL,LIBERIA,ÁFRICA,KASANI,0
ABRIL,LIBERIA,ÁFRICA,OTRAS OCM,0
ABRIL,LIBERIA,ÁFRICA,SANTA ROSA,0
ABRIL,LIBIA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,3
ABRIL,LIBIA,ÁFRICA,CEBAF - TUMBES,0
ABRIL,LIBIA,ÁFRICA,DESAGUADERO,0
ABRIL,LIBIA,ÁFRICA,KASANI,0
ABRIL,LIBIA,ÁFRICA,OTRAS OCM,0
ABRIL,LIBIA,ÁFRICA,SANTA ROSA,0
ABRIL,LIECHTENSTEIN,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,42
ABRIL,LIECHTENSTEIN,EUROPA,CEBAF - TUMBES,0
ABRIL,LIECHTENSTEIN,EUROPA,DESAGUADERO,3
ABRIL,LIECHTENSTEIN,EUROPA,KASANI,1
ABRIL,LIECHTENSTEIN,EUROPA,OTRAS OCM,0
ABRIL,LIECHTENSTEIN,EUROPA,SANTA ROSA,0
ABRIL,LITUANIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,549
ABRIL,LITUANIA,EUROPA,CEBAF - TUMBES,1
ABRIL,LITUANIA,EUROPA,DESAGUADERO,16
ABRIL,LITUANIA,EUROPA,KASANI,40
ABRIL,LITUANIA,EUROPA,OTRAS OCM,39
ABRIL,LITUANIA,EUROPA,SANTA ROSA,7
ABRIL,LUXEMBURGO,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,296
ABRIL,LUXEMBURGO,EUROPA,CEBAF - TUMBES,1
ABRIL,LUXEMBURGO,EUROPA,DESAGUADERO,3
ABRIL,LUXEMBURGO,EUROPA,KASANI,6
ABRIL,LUXEMBURGO,EUROPA,OTRAS OCM,13
ABRIL,LUXEMBURGO,EUROPA,SANTA ROSA,3
ABRIL,LÍBANO,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,90
ABRIL,LÍBANO,ASIA,CEBAF - TUMBES,2
ABRIL,LÍBANO,ASIA,DESAGUADERO,0
ABRIL,LÍBANO,ASIA,KASANI,0
ABRIL,LÍBANO,ASIA,OTRAS OCM,4
ABRIL,LÍBANO,ASIA,SANTA ROSA,0
ABRIL,MADAGASCAR,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,3
ABRIL,MADAGASCAR,ÁFRICA,CEBAF - TUMBES,1
ABRIL,MADAGASCAR,ÁFRICA,DESAGUADERO,0
ABRIL,MADAGASCAR,ÁFRICA,KASANI,0
ABRIL,MADAGASCAR,ÁFRICA,OTRAS OCM,0
ABRIL,MADAGASCAR,ÁFRICA,SANTA ROSA,1
ABRIL,MALASIA,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,688
ABRIL,MALASIA,ASIA,CEBAF - TUMBES,5
ABRIL,MALASIA,ASIA,DESAGUADERO,25
ABRIL,MALASIA,ASIA,KASANI,11
ABRIL,MALASIA,ASIA,OTRAS OCM,34
ABRIL,MALASIA,ASIA,SANTA ROSA,22
ABRIL,MALAWI,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,2
ABRIL,MALAWI,ÁFRICA,CEBAF - TUMBES,0
ABRIL,MALAWI,ÁFRICA,DESAGUADERO,0
ABRIL,MALAWI,ÁFRICA,KASANI,0
ABRIL,MALAWI,ÁFRICA,OTRAS OCM,0
ABRIL,MALAWI,ÁFRICA,SANTA ROSA,0
ABRIL,MALDIVAS,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,5
ABRIL,MALDIVAS,ASIA,CEBAF - TUMBES,0
ABRIL,MALDIVAS,ASIA,DESAGUADERO,0
ABRIL,MALDIVAS,ASIA,KASANI,0
ABRIL,MALDIVAS,ASIA,OTRAS OCM,0
ABRIL,MALDIVAS,ASIA,SANTA ROSA,0
ABRIL,MALTA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,101
ABRIL,MALTA,EUROPA,CEBAF - TUMBES,3
ABRIL,MALTA,EUROPA,DESAGUADERO,0
ABRIL,MALTA,EUROPA,KASANI,3
ABRIL,MALTA,EUROPA,OTRAS OCM,8
ABRIL,MALTA,EUROPA,SANTA ROSA,3
ABRIL,MALÍ,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,4
ABRIL,MALÍ,ÁFRICA,CEBAF - TUMBES,0
ABRIL,MALÍ,ÁFRICA,DESAGUADERO,0
ABRIL,MALÍ,ÁFRICA,KASANI,0
ABRIL,MALÍ,ÁFRICA,OTRAS OCM,0
ABRIL,MALÍ,ÁFRICA,SANTA ROSA,0
ABRIL,MARRUECOS,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,118
ABRIL,MARRUECOS,ÁFRICA,CEBAF - TUMBES,0
ABRIL,MARRUECOS,ÁFRICA,DESAGUADERO,0
ABRIL,MARRUECOS,ÁFRICA,KASANI,2
ABRIL,MARRUECOS,ÁFRICA,OTRAS OCM,4
ABRIL,MARRUECOS,ÁFRICA,SANTA ROSA,2
ABRIL,MAURICIO,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,17
ABRIL,MAURICIO,ÁFRICA,CEBAF - TUMBES,0
ABRIL,MAURICIO,ÁFRICA,DESAGUADERO,0
ABRIL,MAURICIO,ÁFRICA,KASANI,1
ABRIL,MAURICIO,ÁFRICA,OTRAS OCM,5
ABRIL,MAURICIO,ÁFRICA,SANTA ROSA,0
ABRIL,MAURITANIA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,3
ABRIL,MAURITANIA,ÁFRICA,CEBAF - TUMBES,0
ABRIL,MAURITANIA,ÁFRICA,DESAGUADERO,0
ABRIL,MAURITANIA,ÁFRICA,KASANI,0
ABRIL,MAURITANIA,ÁFRICA,OTRAS OCM,0
ABRIL,MAURITANIA,ÁFRICA,SANTA ROSA,0
ABRIL,MONGOLIA,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,87
ABRIL,MONGOLIA,ASIA,CEBAF - TUMBES,0
ABRIL,MONGOLIA,ASIA,DESAGUADERO,1
ABRIL,MONGOLIA,ASIA,KASANI,0
ABRIL,MONGOLIA,ASIA,OTRAS OCM,0
ABRIL,MONGOLIA,ASIA,SANTA ROSA,0
ABRIL,MOZAMBIQUE,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,6
ABRIL,MOZAMBIQUE,ÁFRICA,CEBAF - TUMBES,0
ABRIL,MOZAMBIQUE,ÁFRICA,DESAGUADERO,0
ABRIL,MOZAMBIQUE,ÁFRICA,KASANI,0
ABRIL,MOZAMBIQUE,ÁFRICA,OTRAS OCM,0
ABRIL,MOZAMBIQUE,ÁFRICA,SANTA ROSA,0
ABRIL,MYANMAR,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,36
ABRIL,MYANMAR,ASIA,CEBAF - TUMBES,0
ABRIL,MYANMAR,ASIA,DESAGUADERO,0
ABRIL,MYANMAR,ASIA,KASANI,0
ABRIL,MYANMAR,ASIA,OTRAS OCM,20
ABRIL,MYANMAR,ASIA,SANTA ROSA,0
ABRIL,MÉXICO,AMÉRICA DEL NORTE,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,43886
ABRIL,MÉXICO,AMÉRICA DEL NORTE,CEBAF - TUMBES,127
ABRIL,MÉXICO,AMÉRICA DEL NORTE,DESAGUADERO,281
ABRIL,MÉXICO,AMÉRICA DEL NORTE,KASANI,129
ABRIL,MÉXICO,AMÉRICA DEL NORTE,OTRAS OCM,995
ABRIL,MÉXICO,AMÉRICA DEL NORTE,SANTA ROSA,196
ABRIL,MÓNACO,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,4
ABRIL,MÓNACO,EUROPA,CEBAF - TUMBES,0
ABRIL,MÓNACO,EUROPA,DESAGUADERO,0
ABRIL,MÓNACO,EUROPA,KASANI,0
ABRIL,MÓNACO,EUROPA,OTRAS OCM,0
ABRIL,MÓNACO,EUROPA,SANTA ROSA,0
ABRIL,NAMIBIA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,4
ABRIL,NAMIBIA,ÁFRICA,CEBAF - TUMBES,0
ABRIL,NAMIBIA,ÁFRICA,DESAGUADERO,0
ABRIL,NAMIBIA,ÁFRICA,KASANI,1
ABRIL,NAMIBIA,ÁFRICA,OTRAS OCM,0
ABRIL,NAMIBIA,ÁFRICA,SANTA ROSA,0
